"maHang","tenHang","loaiHang","loaiVang","nhomHang","trangThai","tlTong","tlHot","tlVang","ni","congBan","congVon","giaBanMon","giaVon","cuaHang","quayLon","quayNho","ngayNhap"
"I6600001","Vỉ  0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","191","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520527431"
"I6600002","Vỉ  0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","191","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.452046331"
"I6600003","Vỉ  0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","191","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520414699"
"I6600004","Vỉ  0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","191","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520377315"
"I6600010","Vỉ  0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","191","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520635069"
"I6600015","Vỉ  0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","191","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520424768"
"I6600016","Vỉ  0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","191","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520612269"
"I6600018","Vỉ  1c","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","332","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520443287"
"I6600019","Vỉ  1c","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","332","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520508449"
"I6600020","Vỉ  1c","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","332","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.452062581"
"I6600022","Vỉ  1c","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","332","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520546644"
"I6600024","Vỉ  1c","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","332","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.4520356482"
"I6600029","Dây Bạc ta","TTM","Bạc",,"Còn tồn","4.28","0","4.28","0","120","10","0","1208.4","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.5299850694"
"I6600031","Dây Bạc ta","TTM","Bạc",,"Còn tồn","0.914","0","0.914","0","150","27","0","282.92","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.5299827546"
"I6600032","Dây Bạc ta","TTM","Bạc",,"Còn tồn","0.902","0","0.902","0","150","27","0","279.56","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.5299879282"
"I6600033","Dây Bạc ta","TTM","Bạc",,"Còn tồn","0.978","0","0.978","0","150","27","0","300.84","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.5299730324"
"I6600034","Lắcđá","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","659","459","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.5692633449"
"I6600035","Lắcđá","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","696","496","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.569265162"
"I6600036","Lắcđá","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","599","399","Phần Mềm Vàng","2HOANGKIM2","2BAC","46032.5692628125"
"I6600037","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","299","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958575579"
"I6600038","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","299","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958548264"
"I6600039","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","499","375","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958632755"
"I6600040","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","499","375","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958500347"
"I6600041","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","410","310","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958672107"
"I6600043","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","499","375","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958663542"
"I6600044","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","380","280","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.595856713"
"I6600045","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","499","375","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958540162"
"I6600047","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","449","349","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.595859294"
"I6600048","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","399","299","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958523148"
"I6600049","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","299","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958527778"
"I6600050","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","299","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958599884"
"I6600051","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","450","349","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.595862419"
"I6600052","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","475","375","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958543981"
"I6600053","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","299","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958579861"
"I6600054","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","450","219","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958667824"
"I6600055","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","450","250","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958676273"
"I6600056","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958571412"
"I6600057","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","219","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958650463"
"I6600058","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","219","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958660069"
"I6600059","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","490","269","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958506944"
"I6600060","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","260","100","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958636921"
"I6600061","Dây Bạc","TTM","Bạc",,"Còn tồn","1.365","0","1.365","0","140","0","0","259.35","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958607639"
"I6600062","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","129","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958584491"
"I6600063","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","490","250","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.595855787"
"I6600064","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","390","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958531597"
"I6600065","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","560","349","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958654282"
"I6600066","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","150","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958612269"
"I6600067","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","150","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958641204"
"I6600068","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","280","150","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958588773"
"I6600069","Dây Bạc","TTM","Bạc",,"Còn tồn","0.565","0","0.565","0","180","0","0","101.7","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958616088"
"I6600070","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","420","160","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958514699"
"I6600071","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","380","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958645023"
"I6600072","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","380","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958510764"
"I6600073","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","380","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.595853588"
"I6600074","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","390","160","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.59585625"
"I6600075","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","380","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958552894"
"I6600076","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","499","269","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958628472"
"I6600077","Dây Bạc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","405","160","Phần Mềm Vàng","2HOANGKIM2","2BAC","46045.5958603819"
"I6600078","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399074074"
"I6600079","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399550116"
"I6600080","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399287847"
"I6600081","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399018171"
"I6600082","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4398996875"
"I6600083","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399254282"
"I6600084","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399270486"
"I6600085","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399319792"
"I6600086","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.439921875"
"I6600087","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399248495"
"I6600088","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399451389"
"I6600089","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399174421"
"I6600090","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399027778"
"I6600091","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399045139"
"I6600092","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399538194"
"I6600093","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.43995625"
"I6600095","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.439943206"
"I6600096","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399457986"
"I6600097","Vỉ 0.5c","TTM","Bạc",,"Còn tồn","0.5","0","0.5","0","109","50","0","210","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4398984954"
"I6600101","Vỉ 1C","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","370","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399050926"
"I6600102","Vỉ 1C","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","370","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.439912419"
"I6600103","Vỉ 1C","TTM","Bạc",,"Còn tồn","1","0","1","0","109","50","0","370","Phần Mềm Vàng","2HOANGKIM2","2BAC","46075.4399555208"
"I6600108","Lắc TrƠN","TTM","Bạc",,"Còn tồn","7.124","0","7.124","0","250","120","0","1986.488","Phần Mềm Vàng","2HOANGKIM2","2BAC","46113.8155457176"
"I6600109","Lắc TrƠN","TTM","Bạc",,"Còn tồn","5.634","0","5.634","0","250","120","0","1596.108","Phần Mềm Vàng","2HOANGKIM2","2BAC","46113.8155510417"
"I6600110","Lắc TrƠN","TTM","Bạc",,"Còn tồn","6.826","0","6.826","0","250","120","0","1908.412","Phần Mềm Vàng","2HOANGKIM2","2BAC","46113.8155530093"
"I6600111","Lắc TrƠN","TTM","Bạc",,"Còn tồn","5.528","0","5.528","0","250","120","0","1568.336","Phần Mềm Vàng","2HOANGKIM2","2BAC","46113.8155523495"
"I6600112","Bong","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","260","80","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344833333"
"I6600113","Bong","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","260","80","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344772801"
"I6600114","Bong","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","260","80","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344866898"
"I6600115","Bong","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","260","80","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344855671"
"I6600117","Bong","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","260","80","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344895486"
"I6600118",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","290","120","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344722569"
"I6600119",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","290","120","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344986111"
"I6600120",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","290","120","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344726852"
"I6600121",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","290","120","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344741898"
"I6600122",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","290","140","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.534475"
"I6600123",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","290","140","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344886574"
"I6600124",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","245","105","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344989583"
"I6600125",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","245","105","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344790509"
"I6600126",,"TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","245","105","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344903588"
"I6600127","bông","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","300","150","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.534500081"
"I6600128","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","370","270","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344825579"
"I6600129","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344738426"
"I6600130","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","280","130","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344765046"
"I6600131","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","280","130","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344982292"
"I6600132","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","430","280","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344971065"
"I6600133","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","380","230","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344859606"
"I6600135","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344937847"
"I6600136","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344768866"
"I6600137","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344863079"
"I6600138","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","350","190","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5345004282"
"I6600139","Lắc","TTM","Bạc",,"Còn tồn","3.36","0","3.36","0","160","60","0","967.2","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.534484456"
"I6600142","Lắc","TTM","Bạc",,"Còn tồn","3.366","0","3.366","0","160","60","0","968.82","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344760764"
"I6600144","Lắc","TTM","Bạc",,"Còn tồn","3.126","0","3.126","0","160","60","0","904.02","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344967245"
"I6600145","Lắc","TTM","Bạc",,"Còn tồn","3.628","0","3.628","0","160","60","0","1039.56","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.53448125"
"I6600153","Day","TTM","Bạc",,"Còn tồn","2.914","0","2.914","0","150","25","0","797.21","Phần Mềm Vàng","2HOANGKIM2","2BAC","46133.5344945255"
"I6600154","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","310","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736880787"
"I6600155","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","310","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736826736"
"I6600157","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","295","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736894676"
"I6600158","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","325","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736868056"
"I6600159","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","325","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736945949"
"I6600160","Lắc","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","460","325","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736951042"
"I6600167","Lắc","TTM","Bạc",,"Còn tồn","0.694","0","0.694","0","180","45","0","221.97","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736728009"
"I6600168","Lắc","TTM","Bạc",,"Còn tồn","0.768","0","0.768","0","180","45","0","240.84","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736939815"
"I6600169","Lắc","TTM","Bạc",,"Còn tồn","0.72","0","0.72","0","180","45","0","228.6","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736876968"
"I6600170","Lắc","TTM","Bạc",,"Còn tồn","1.054","0","1.054","0","180","35","0","303.77","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736735301"
"I6600171","Lắc","TTM","Bạc",,"Còn tồn","1.286","0","1.286","0","180","35","0","362.93","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736787847"
"I6600172","Lắc","TTM","Bạc",,"Còn tồn","0.842","0","0.842","0","160","30","0","244.71","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736898148"
"I6600173","Lắc","TTM","Bạc",,"Còn tồn","0.848","0","0.848","0","160","30","0","246.24","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736695949"
"I6600174","Lắc","TTM","Bạc",,"Còn tồn","0.856","0","0.856","0","160","30","0","248.28","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736820602"
"I6600175","Lắc","TTM","Bạc",,"Còn tồn","0.914","0","0.914","0","160","30","0","263.07","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736755787"
"I6600177","Lắc","TTM","Bạc",,"Còn tồn","0.816","0","0.816","0","160","30","0","238.08","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736926273"
"I6600178","Lắc","TTM","Bạc",,"Còn tồn","0.898","0","0.898","0","160","30","0","258.99","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736781597"
"I6600179","Lắc","TTM","Bạc",,"Còn tồn","0.922","0","0.922","0","160","30","0","265.11","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736902778"
"I6600180","Lắc","TTM","Bạc",,"Còn tồn","0.816","0","0.816","0","160","30","0","238.08","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736793171"
"I6600181","Lắc","TTM","Bạc",,"Còn tồn","0.924","0","0.924","0","160","30","0","265.62","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736805556"
"I6600182","Lắc","TTM","Bạc",,"Còn tồn","0.928","0","0.928","0","160","30","0","266.64","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736702546"
"I6600183","Lắc","TTM","Bạc",,"Còn tồn","0.598","0","0.598","0","160","30","0","182.49","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736741898"
"I6600184","Lắc","TTM","Bạc",,"Còn tồn","0.88","0","0.88","0","160","30","0","254.4","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736885417"
"I6600185","Lắc","TTM","Bạc",,"Còn tồn","0.828","0","0.828","0","160","30","0","241.14","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736768171"
"I6600186","Lắc","TTM","Bạc",,"Còn tồn","0.838","0","0.838","0","160","30","0","243.69","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736921296"
"I6600190","Lắc","TTM","Bạc",,"Còn tồn","1.186","0","1.186","0","199","55","0","357.43","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736854977"
"I6600192","Lắc","TTM","Bạc",,"Còn tồn","1.234","0","1.234","0","199","55","0","369.67","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736890046"
"I6600193","Lắc","TTM","Bạc",,"Còn tồn","1.224","0","1.224","0","199","55","0","367.12","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736908565"
"I6600194","Lắc","TTM","Bạc",,"Còn tồn","1.232","0","1.232","0","199","55","0","369.16","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.573671875"
"I6600195","Lắc","TTM","Bạc",,"Còn tồn","1.248","0","1.248","0","199","55","0","373.24","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736762384"
"I6600196","Lắc","TTM","Bạc",,"Còn tồn","1.212","0","1.212","0","199","55","0","364.06","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.573684919"
"I6600197","Lắc","TTM","Bạc",,"Còn tồn","1.192","0","1.192","0","199","55","0","358.96","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736832176"
"I6600198","Lắc","TTM","Bạc",,"Còn tồn","1.222","0","1.222","0","199","55","0","366.61","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.5736912847"
"I6600199","Lắc","TTM","Bạc",,"Còn tồn","1.244","0","1.244","0","199","55","0","372.22","Phần Mềm Vàng","2HOANGKIM2","2BAC","46137.573684375"
"I6600200","Lắc Tay","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","520","360","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126025463"
"I6600208","Dây Cỏ","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","360","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126173264"
"I6600209","Dây Cỏ","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","360","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126030093"
"I6600212","Dây Cỏ","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","360","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126115741"
"I6600215","Dây Cỏ","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","360","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126100347"
"I6600216","Dây Cỏ","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","360","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126048264"
"I6600218","Dây Cỏ","TTM","Bạc Ý",,"Còn tồn","0","0","0","0","0","0","360","200","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126090278"
"I6600219","Day","TTM","Bạc",,"Còn tồn","0.912","0","0.912","0","150","45","0","273","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126134607"
"I6600220","Day","TTM","Bạc",,"Còn tồn","0.87","0","0.87","0","150","45","0","262.5","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126182523"
"I6600221","Day","TTM","Bạc",,"Còn tồn","0.894","0","0.894","0","150","45","0","268.5","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126191319"
"I6600222","Day","TTM","Bạc",,"Còn tồn","0.87","0","0.87","0","150","45","0","262.5","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126041319"
"I6600223","Day","TTM","Bạc",,"Còn tồn","0.9","0","0.9","0","150","45","0","270","Phần Mềm Vàng","2HOANGKIM2","2BAC","46145.8126201042"
