"maHang","tenHang","loaiHang","loaiVang","nhomHang","trangThai","tlTong","tlHot","tlVang","ni","congBan","congVon","giaBanMon","giaVon","cuaHang","quayLon","quayNho","ngayNhap"
"I7600126","Mặt 10k2","TTM","Vàng 10K",,"Còn tồn","0.145","0","0.145","0","250","0","0","725","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715276968"
"I7600127","Mặt 10k2","TTM","Vàng 10K",,"Còn tồn","0.427","0.02","0.407","0","200","0","0","2035","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715228009"
"I7600129","Dây 10Y2N","TTM","Vàng 10k Ý",,"Còn tồn","0.673","0","0.673","0","350","0","0","3365","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715249653"
"I7600130","Dây 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.6855","0","0.6855","0","350","0","0","1837.14","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715166319"
"I7600131","Dây 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.835","0","0.835","0","350","0","0","2237.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715127662"
"I7600134","Dây 10K2","TTM","Vàng 10K",,"Còn tồn","1.054","0.04","1.014","0","350","0","0","5070","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715282407"
"I7600135","Dây 10K2","TTM","Vàng 10K",,"Còn tồn","1.43","0","1.43","0","250","0","0","4290","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715203704"
"I7600136","Mặt 10k2","TTM","Vàng 10K",,"Còn tồn","0.276","0.014","0.262","0","250","0","0","640.59","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715111111"
"I7600137","Mặt 10k2","TTM","Vàng 10K",,"Còn tồn","0.3725","0","0.3725","0","200","0","0","745","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715153935"
"I7600139","Mặt 10N2","TTM","Vàng 10K",,"Còn tồn","0.3","0","0.3","0","200","0","0","1560","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715170949"
"I7600141","Dây 10N2","TTM","Vàng 10K",,"Còn tồn","0.6965","0","0.6965","0","250","0","0","3621.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715263079"
"I7600142","Dây 10N2","TTM","Vàng 10K",,"Còn tồn","0.985","0","0.985","0","250","0","0","3940","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715184028"
"I7600145","Dây 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.46","0","0.46","0","350","0","0","2300","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715160069"
"I7600146","Dây 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.557","0","0.557","0","350","0","0","1353.51","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715301736"
"I7600147","Dây 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.445","0","0.445","0","300","0","0","1335","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.671509294"
"I7600148","Dây 10N2","TTM","Vàng 10K",,"Còn tồn","0.618","0","0.618","0","200","0","0","3090","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715088773"
"I7600150","Lắc 10kO2","TTM","Vàng 10k Ý",,"Còn tồn","0.9","0","0.9","0","350","0","0","4680","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715272338"
"I7600151","Dây 10Y CC","TTM","Vàng 10k Ý",,"Còn tồn","2.8275","0","2.8275","0","400","0","0","14985.75","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46033.6715258449"
"I7600153","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.474","0.002","0.472","0","250","0","0","1156.4","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741590278"
"I7600154","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.432","0.002","0.43","0","250","0","0","1034.15","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741707986"
"I7600155","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.499","0","0.499","0","250","0","0","2495","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741767361"
"I7600156","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.483","0","0.483","0","250","0","0","2415","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741652778"
"I7600157","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.5405","0","0.5405","0","250","0","0","2702.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741795949"
"I7600158","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.536","0","0.536","0","250","0","0","2680","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741638889"
"I7600161","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.39","0.005","0.385","0","250","0","0","958.65","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741594907"
"I7600162","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.435","0.005","0.43","0","250","0","0","1070.7","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741428588"
"I7600163","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.592","0.002","0.59","0","250","0","0","1416","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741486458"
"I7600164","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.534","0.002","0.532","0","250","0","0","1276.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741727199"
"I7600165","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.565","0","0.565","0","250","0","0","2825","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741491088"
"I7600166","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.58","0","0.58","0","250","0","0","2900","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741681713"
"I7600167","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.268","0","0.268","0","250","0","0","1340","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.774143831"
"I7600168","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.2945","0","0.2945","0","250","0","0","1472.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741686343"
"I7600169","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.437","0.003","0.434","0","250","0","0","1032.92","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741731482"
"I7600170","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.4815","0.003","0.4785","0","250","0","0","1138.83","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741496181"
"I7600171","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.632","0.005","0.627","0","250","0","0","1529.88","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741746181"
"I7600172","Nhẫn Cưới 10K","TTM","Vàng 10K",,"Còn tồn","0.71","0.005","0.705","0","250","0","0","1720.2","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741505787"
"I7600173","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.266","0.0011","0.2649","0","250","0","0","1324.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741563657"
"I7600174","Nhẫn Nữ Đá Màu2","TTM","Vàng 10K",,"Còn tồn","1.023","0.243","0.78","0","350","0","0","1907.1","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741786227"
"I7600176","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.7075","0","0.7075","0","300","0","0","3537.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741459491"
"I7600177","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.4915","0.011","0.4805","0","300","0","0","2402.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.774153669"
"I7600178","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.49","0.09","0.4","0","200","0","0","2000","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741476505"
"I7600179","Nhẫn 10N1","TTM","Vàng 10K",,"Còn tồn","0.322","0.002","0.32","0","200","0","0","1600","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741722222"
"I7600180","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.3405","0.002","0.3385","0","250","0","0","1692.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741572106"
"I7600181","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.418","0.006","0.412","0","250","0","0","2060","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741515856"
"I7600182","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.418","0.038","0.38","0","200","0","0","953.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741756597"
"I7600183","Nhẫn 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.4485","0","0.4485","0","250","0","0","2242.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741623495"
"I7600184","Nhẫn 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.405","0","0.405","0","350","0","0","2025","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741609143"
"I7600185","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.61","0.03","0.58","0","350","0","0","2320","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741657755"
"I7600186","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.32","0","0.32","0","350","0","0","1280","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741396991"
"I7600187","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.35","0","0.35","0","520","250","0","1650","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741761574"
"I7600188","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.43","0","0.43","0","560","250","0","1970","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741402431"
"I7600189","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","2.01","0.04","1.97","0","350","0","0","4858.02","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741448264"
"I7600191","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.504","0","0.504","0","350","0","0","2520","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741667477"
"I7600192","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","1.488","0.38","1.108","0","400","0","0","3324","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741717593"
"I7600194","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","2.568","0.858","1.71","0","350","0","0","5130","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741541667"
"I7600195","Nhẫn 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.3455","0","0.3455","0","250","0","0","1382","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741633912"
"I7600196","Nhẫn 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.314","0","0.314","0","250","0","0","1256","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741481134"
"I7600197","Nhẫn 10kO2","TTM","Vàng Korea 10K",,"Còn tồn","0.507","0","0.507","0","300","0","0","0","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741407407"
"I7600198","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.665","0.05","0.615","0","300","0","0","3075","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741773148"
"I7600199","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","1.55","0.46","1.09","0","350","80","0","2745.05","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741712963"
"I7600200","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","1.217","0.3","0.917","0","400","80","0","4665","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741662384"
"I7600201","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","1.095","0.2","0.895","0","400","0","0","3580","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741412384"
"I7600202","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.762","0.202","0.56","0","400","0","0","2240","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741672106"
"I7600203","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","1.209","0.075","1.134","0","400","0","0","2698.92","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741627662"
"I7600204","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.861","0.171","0.69","0","400","0","0","2415","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741577199"
"I7600205","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","1.676","0.766","0.91","0","400","80","0","2304.95","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741736921"
"I7600206","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","1.053","0.183","0.87","0","400","50","0","2177.15","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741510417"
"I7600207","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.65","0","0.65","0","380","0","0","1950","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741648148"
"I7600208","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.4","0","0.4","0","400","0","0","2000","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741800579"
"I7600209","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.43","0","0.43","0","550","0","0","2150","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741454861"
"I7600210","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.54","0","0.54","0","450","140","0","1414.4","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741613773"
"I7600211","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.54","0","0.54","0","400","0","0","2160","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.774153125"
"I7600212","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.342","0","0.342","0","200","0","0","1710","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741677083"
"I7600213","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.389","0.003","0.386","0","250","0","0","1930","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741423611"
"I7600214","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.38","0","0.38","0","350","40","0","2130","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741599537"
"I7600215","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.38","0","0.38","0","350","40","0","1560","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741604167"
"I7600216","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.6","0","0.6","0","400","180","0","1638","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741751157"
"I7600217","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.367","0","0.367","0","250","0","0","1468","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741696412"
"I7600218","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.3125","0","0.3125","0","200","0","0","1687.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46034.7741552431"
"I7600219","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.773","0","0.773","0","250","0","0","3092","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744114583"
"I7600220","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.47","0","0.47","0","300","0","0","2350","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744037384"
"I7600221","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.588","0.028","0.56","0","350","100","0","1469.2","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744054051"
"I7600222","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.506","0.01","0.496","0","450","0","0","2480","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744059028"
"I7600223","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.68","0","0.68","0","450","190","0","1870.96","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744069097"
"I7600225","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.312","0","0.312","0","200","0","0","1560","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.474408912"
"I7600227","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.4145","0.005","0.4095","0","250","0","0","2047.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744047801"
"I7600228","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","0.29","0","0.29","0","200","0","0","870","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744064005"
"I7600229","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.34","0","0.34","0","520","300","0","2000","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744084491"
"I7600231","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.373","0","0.373","0","200","0","0","1492","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744096065"
"I7600232","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.261","0","0.261","0","250","0","0","1305","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744074074"
"I7600233","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.521","0","0.521","0","300","0","0","2605","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744026273"
"I7600235","Nhẫn 10N2","TTM","Vàng 10K",,"Còn tồn","1.137","0.23","0.907","0","450","0","0","4535","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46035.4744079051"
"I7600236","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.15","0","0.15","0","250","0","0","750","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693904282"
"I7600239","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.25","0","0.25","0","350","30","0","1280","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693852662"
"I7600240","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.2845","0","0.2845","0","200","30","0","1452.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693930556"
"I7600241","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.444","0","0.444","0","200","30","0","1106.7","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693684028"
"I7600243","Bông 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.23","0","0.23","0","350","0","0","1265","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693874653"
"I7600244","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.524","0.002","0.522","0","250","0","0","2349","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693730671"
"I7600245","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.15","0","0.15","0","250","0","0","780","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693780903"
"I7600246","Bông 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.1555","0","0.1555","0","300","0","0","777.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693679398"
"I7600247","Bông 10KO2","TTM","Vàng Korea 10K",,"Còn tồn","0.925","0","0.925","0","300","0","0","2405","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693910532"
"I7600248","Bông 10KO2","TTM","Vàng Korea 10K",,"Còn tồn","0.565","0","0.565","0","300","0","0","1469","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693602662"
"I7600249","Bông 10KO2","TTM","Vàng Korea 10K",,"Còn tồn","0.534","0","0.534","0","300","0","0","1388.4","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693739583"
"I7600251","Bông 10KO2","TTM","Vàng Korea 10K",,"Còn tồn","0.455","0","0.455","0","300","0","0","1365","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693790509"
"I7600252","Bông 10KO2","TTM","Vàng Korea 10K",,"Còn tồn","0.524","0","0.524","0","300","0","0","1304.76","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693837153"
"I7600253","Bông 10KO2","TTM","Vàng Korea 10K",,"Còn tồn","0.46","0","0.46","0","300","0","0","1168.4","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693694444"
"I7600254","Nhẫn 10kO2","TTM","Vàng Korea 10K",,"Còn tồn","0.5055","0","0.5055","0","300","0","0","2628.6","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693748495"
"I7600255","Nhẫn 10k2","TTM","Vàng 10K",,"Còn tồn","0.295","0","0.295","0","250","0","0","1534","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693894329"
"I7600257","Bông 10KO2","TTM","Vàng 10k Ý",,"Còn tồn","0.725","0","0.725","0","250","0","0","1776.25","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693613079"
"I7600258","Bông 10KO2","TTM","Vàng 10k Ý",,"Còn tồn","0.755","0","0.755","0","250","0","0","1879.95","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693631134"
"I7600260","Bông 10KO2","TTM","Vàng Korea 10K",,"Còn tồn","0.5525","0","0.5525","0","250","0","0","1404.455","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693699421"
"I7600263","Bông 1N2","TTM","Vàng 10K",,"Còn tồn","0.4","0","0.4","0","250","0","0","2000","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693648148"
"I7600265","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.5015","0","0.5015","0","250","0","0","2507.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693817477"
"I7600266","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.44","0.001","0.439","0","250","0","0","2195","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693607639"
"I7600267","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.25","0","0.25","0","200","0","0","1250","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693744213"
"I7600268","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.232","0","0.232","0","200","0","0","1160","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693619213"
"I7600269","Bông 10Y2","TTM","Vàng 10k Ý",,"Còn tồn","0.4","0","0.4","0","250","0","0","2000","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693943634"
"I7600271","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.325","0.005","0.32","0","250","0","0","1600","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693664005"
"I7600272","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.266","0.006","0.26","0","250","0","0","1300","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693800579"
"I7600273","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.366","0.016","0.35","0","250","0","0","1400","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693754282"
"I7600274","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.322","0.005","0.317","0","250","0","0","1268","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693949421"
"I7600275","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.266","0.022","0.244","0","250","0","0","976","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693889699"
"I7600276","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.319","0.02","0.299","0","250","0","0","1196","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693669329"
"I7600279","Bông 10Y2","TTM","Vàng Korea 10K",,"Còn tồn","0.56","0.012","0.548","0","350","0","0","2849.6","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.569359375"
"I7600281","Bông 10K2","TTM","Vàng Korea 10K",,"Còn tồn","0.735","0","0.735","0","300","0","0","2205","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693673958"
"I7600282","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.4955","0.005","0.4905","0","220","0","0","2452.5","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693807523"
"I7600283","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.858","0","0.858","0","250","0","0","4461.6","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693689005"
"I7600284","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.798","0.049","0.749","0","250","0","0","3894.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693652778"
"I7600285","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.3455","0","0.3455","0","200","0","0","1796.6","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.569359838"
"I7600286","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.626","0.02","0.606","0","200","0","0","3151.2","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693921644"
"I7600287","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.719","0","0.719","0","250","0","0","3738.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693885069"
"I7600288","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.15","0","0.15","0","250","0","0","780","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693822106"
"I7600289","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.222","0","0.222","0","200","0","0","1154.4","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693879977"
"I7600291","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.218","0","0.218","0","200","0","0","1090","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.569378588"
"I7600292","Bông 10N2","TTM","Vàng 10K",,"Còn tồn","0.618","0.049","0.569","0","200","0","0","2958.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693734954"
"I7600294","Bông 10K2","TTM","Vàng 10K",,"Còn tồn","0.352","0.08","0.272","0","200","0","0","1088","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46036.5693847569"
"I7600295","Dây 10K","TTM","Vàng 10K",,"Còn tồn","1.12","0","1.12","0","450","40","0","7499.2","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46040.5636947106"
"I7600296","Lắc10K","TTM","Vàng 10K",,"Còn tồn","0.64","0","0.64","0","450","110","0","4372.4","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46040.5636956829"
"I7600297","Bông 10K","TTM","Vàng 10K",,"Còn tồn","0.742","0.02","0.722","0","300","0","0","4259.8","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46040.563694213"
"I7600301","Nhẫn10K2","TTM","Vàng 10K",,"Còn tồn","1.057","0.36","0.697","0","450","0","0","3485","Phần Mềm Vàng","2HOANGKIM2","2VANG10K","46056.5891331366"
